Gene Symbol,Description,Category,Gifts,GC Id,Relevance score, GeneCards Link
"C5AR2","Complement C5a Receptor 2","Protein Coding","38","GC19P047333","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C5AR2"
"CENPA","Centromere Protein A","Protein Coding","38","GC02P026765","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CENPA"
"CEP250","Centrosomal Protein 250","Protein Coding","38","GC20P035455","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEP250"
"CETN3","Centrin 3","Protein Coding","38","GC05M090392","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CETN3"
"CFHR5","Complement Factor H Related 5","Protein Coding","38","GC01P196977","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CFHR5"
"CST6","Cystatin E/M","Protein Coding","38","GC11P067529","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CST6"
"AUTS2","Activator Of Transcription And Developmental Regulator AUTS2","Protein Coding","38","GC07P069598","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AUTS2"
"CIB2","Calcium And Integrin Binding Family Member 2","Protein Coding","38","GC15M078104","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CIB2"
"CDH9","Cadherin 9","Protein Coding","38","GC05M026916","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDH9"
"CLEC1A","C-Type Lectin Domain Family 1 Member A","Protein Coding","38","GC12M017570","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLEC1A"
"DYNC2LI1","Dynein Cytoplasmic 2 Light Intermediate Chain 1","Protein Coding","38","GC02P043782","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DYNC2LI1"
"ELAVL4","ELAV Like RNA Binding Protein 4","Protein Coding","38","GC01P050025","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELAVL4"
"GNGT2","G Protein Subunit Gamma Transducin 2","Protein Coding","38","GC17M049202","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNGT2"
"GOLPH3","Golgi Phosphoprotein 3","Protein Coding","38","GC05M032124","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GOLPH3"
"KCNJ16","Potassium Inwardly Rectifying Channel Subfamily J Member 16","Protein Coding","38","GC17P070053","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNJ16"
"GAN","Gigaxonin","Protein Coding","38","GC16P081319","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GAN"
"GRK7","G Protein-Coupled Receptor Kinase 7","Protein Coding","38","GC03P141778","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRK7"
"GZMM","Granzyme M","Protein Coding","38","GC19P000544","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GZMM"
"PACS2","Phosphofurin Acidic Cluster Sorting Protein 2","Protein Coding","38","GC14P105300","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PACS2"
"NSUN4","NOP2/Sun RNA Methyltransferase 4","Protein Coding","38","GC01P046341","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NSUN4"
"MYO1A","Myosin IA","Protein Coding","38","GC12M057028","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYO1A"
"NCOA4","Nuclear Receptor Coactivator 4","Protein Coding","38","GC10M046005","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NCOA4"
"LSM2","LSM2 Homolog, U6 Small Nuclear RNA And MRNA Degradation Associated","Protein Coding","38","GC06M054195","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LSM2"
"NIF3L1","NGG1 Interacting Factor 3 Like 1","Protein Coding","38","GC02P200889","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NIF3L1"
"MOXD1","Monooxygenase DBH Like 1","Protein Coding","38","GC06M132296","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MOXD1"
"RCAN2","Regulator Of Calcineurin 2","Protein Coding","38","GC06M046220","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RCAN2"
"SHOX2","Short Stature Homeobox 2","Protein Coding","38","GC03M158095","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SHOX2"
"UHMK1","U2AF Homology Motif Kinase 1","Protein Coding","38","GC01P162467","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UHMK1"
"PITPNM3","PITPNM Family Member 3","Protein Coding","38","GC17M006451","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PITPNM3"
"RLIM","Ring Finger Protein, LIM Domain Interacting","Protein Coding","38","GC0XM074638","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RLIM"
"THAP1","THAP Domain Containing 1","Protein Coding","38","GC08M042836","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=THAP1"
"SYNE2","Spectrin Repeat Containing Nuclear Envelope Protein 2","Protein Coding","38","GC14P063761","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SYNE2"
"RPS18","Ribosomal Protein S18","Protein Coding","38","GC06P064200","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS18"
"RPS11","Ribosomal Protein S11","Protein Coding","38","GC19P049496","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS11"
"SYNJ2","Synaptojanin 2","Protein Coding","38","GC06P157981","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SYNJ2"
"COX17","Cytochrome C Oxidase Copper Chaperone COX17","Protein Coding","37","GC03M119654","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COX17"
"COG5","Component Of Oligomeric Golgi Complex 5","Protein Coding","37","GC07M107201","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COG5"
"DDX23","DEAD-Box Helicase 23","Protein Coding","37","GC12M048829","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDX23"
"DNAJB9","DnaJ Heat Shock Protein Family (Hsp40) Member B9","Protein Coding","37","GC07P108569","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAJB9"
"ABHD6","Abhydrolase Domain Containing 6, Acylglycerol Lipase","Protein Coding","37","GC03P058238","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABHD6"
"AOC2","Amine Oxidase Copper Containing 2","Protein Coding","37","GC17P042844","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AOC2"
"CDC42EP3","CDC42 Effector Protein 3","Protein Coding","37","GC02M037641","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDC42EP3"
"CD160","CD160 Molecule","Protein Coding","37","GC01P145719","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD160"
"ANO5","Anoctamin 5","Protein Coding","37","GC11P021799","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANO5"
"CTRL","Chymotrypsin Like","Protein Coding","37","GC16M067927","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTRL"
"COG7","Component Of Oligomeric Golgi Complex 7","Protein Coding","37","GC16M023388","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COG7"
"CNGA2","Cyclic Nucleotide Gated Channel Subunit Alpha 2","Protein Coding","37","GC0XP151734","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNGA2"
"ATPAF2","ATP Synthase Mitochondrial F1 Complex Assembly Factor 2","Protein Coding","37","GC17M017977","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATPAF2"
"ALG12","ALG12 Alpha-1,6-Mannosyltransferase","Protein Coding","37","GC22M052145","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALG12"
"ASPM","Assembly Factor For Spindle Microtubules","Protein Coding","37","GC01M197084","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASPM"
"EXOSC9","Exosome Component 9","Protein Coding","37","GC04P121801","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EXOSC9"
"EXTL1","Exostosin Like Glycosyltransferase 1","Protein Coding","37","GC01P026032","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EXTL1"
"ESPN","Espin","Protein Coding","37","GC01P006424","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ESPN"
"EXTL2","Exostosin Like Glycosyltransferase 2","Protein Coding","37","GC01M100872","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EXTL2"
"EYA3","EYA Transcriptional Coactivator And Phosphatase 3","Protein Coding","37","GC01M027970","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EYA3"
"KANSL1","KAT8 Regulatory NSL Complex Subunit 1","Protein Coding","37","GC17M046031","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KANSL1"
"FRMD6","FERM Domain Containing 6","Protein Coding","37","GC14P051489","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FRMD6"
"DRAM2","DNA Damage Regulated Autophagy Modulator 2","Protein Coding","37","GC01M111117","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DRAM2"
"KCTD7","Potassium Channel Tetramerization Domain Containing 7","Protein Coding","37","GC07P066628","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCTD7"
"PAFAH2","Platelet Activating Factor Acetylhydrolase 2","Protein Coding","37","GC01M025971","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAFAH2"
"PDC","Phosducin","Protein Coding","37","GC01M186412","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDC"
"NSUN5","NOP2/Sun RNA Methyltransferase 5","Protein Coding","37","GC07M073302","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NSUN5"
"MRGPRX2","MAS Related GPR Family Member X2","Protein Coding","37","GC11M019077","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRGPRX2"
"PITPNM1","Phosphatidylinositol Transfer Protein Membrane Associated 1","Protein Coding","37","GC11M077628","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PITPNM1"
"PHC3","Polyhomeotic Homolog 3","Protein Coding","37","GC03M170086","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PHC3"
"LZTFL1","Leucine Zipper Transcription Factor Like 1","Protein Coding","37","GC03M045823","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LZTFL1"
"PLRG1","Pleiotropic Regulator 1","Protein Coding","37","GC04M154534","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLRG1"
"POU4F2","POU Class 4 Homeobox 2","Protein Coding","37","GC04P146638","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POU4F2"
"NEUROG2","Neurogenin 2","Protein Coding","37","GC04M112513","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEUROG2"
"NDUFA3","NADH:Ubiquinone Oxidoreductase Subunit A3","Protein Coding","37","GC19P054102","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFA3"
"RDH10","Retinol Dehydrogenase 10","Protein Coding","37","GC08P073294","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RDH10"
"SACM1L","SAC1 Like Phosphatidylinositide Phosphatase","Protein Coding","37","GC03P045926","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SACM1L"
"SIGLEC8","Sialic Acid Binding Ig Like Lectin 8","Protein Coding","37","GC19M051450","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIGLEC8"
"SLC16A8","Solute Carrier Family 16 Member 8","Protein Coding","37","GC22M053030","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC16A8"
"SLC45A3","Solute Carrier Family 45 Member 3","Protein Coding","37","GC01M205626","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC45A3"
"SHOX","Short Stature Homeobox","Protein Coding","37","GC0XP000624","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SHOX"
"PIWIL4","Piwi Like RNA-Mediated Gene Silencing 4","Protein Coding","37","GC11P094543","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIWIL4"
"PRKN","Parkin RBR E3 Ubiquitin Protein Ligase","Protein Coding","37","GC06M161348","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKN"
"PSMD5","Proteasome 26S Subunit, Non-ATPase 5","Protein Coding","37","GC09M120815","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMD5"
"SRPX","Sushi Repeat Containing Protein X-Linked","Protein Coding","37","GC0XM038149","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRPX"
"TGOLN2","Trans-Golgi Network Protein 2","Protein Coding","37","GC02M085318","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TGOLN2"
"TIMELESS","Timeless Circadian Regulator","Protein Coding","37","GC12M056416","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TIMELESS"
"RPL32","Ribosomal Protein L32","Protein Coding","37","GC03M012834","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL32"
"PRDM9","PR/SET Domain 9","Protein Coding","37","GC05P023443","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRDM9"
"SERPINA7","Serpin Family A Member 7","Protein Coding","37","GC0XM106032","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPINA7"
"ZNF644","Zinc Finger Protein 644","Protein Coding","37","GC01M090915","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF644"
"TSPAN1","Tetraspanin 1","Protein Coding","37","GC01P046175","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSPAN1"
"ABHD2","Abhydrolase Domain Containing 2, Acylglycerol Lipase","Protein Coding","36","GC15P089087","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABHD2"
"CFHR2","Complement Factor H Related 2","Protein Coding","36","GC01P196943","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CFHR2"
"CST7","Cystatin F","Protein Coding","36","GC20P024949","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CST7"
"COG1","Component Of Oligomeric Golgi Complex 1","Protein Coding","36","GC17P073193","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COG1"
"CFDP1","Craniofacial Development Protein 1","Protein Coding","36","GC16M075294","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CFDP1"
"ASIP","Agouti Signaling Protein","Protein Coding","36","GC20P034206","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASIP"
"AGO1","Argonaute RISC Component 1","Protein Coding","36","GC01P035869","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AGO1"
"CHML","CHM Like Rab Escort Protein","Protein Coding","36","GC01M241628","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHML"
"BOD1","Biorientation Of Chromosomes In Cell Division 1","Protein Coding","36","GC05M173607","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BOD1"
"DYNC1LI1","Dynein Cytoplasmic 1 Light Intermediate Chain 1","Protein Coding","36","GC03M032543","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DYNC1LI1"
"ERAP2","Endoplasmic Reticulum Aminopeptidase 2","Protein Coding","36","GC05P096875","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERAP2"
"DYNLT1","Dynein Light Chain Tctex-Type 1","Protein Coding","36","GC06M158636","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DYNLT1"
"ELAVL3","ELAV Like RNA Binding Protein 3","Protein Coding","36","GC19M011451","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELAVL3"
"FBXO2","F-Box Protein 2","Protein Coding","36","GC01M011637","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBXO2"
"HYDIN","HYDIN Axonemal Central Pair Apparatus Protein","Protein Coding","36","GC16M070877","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HYDIN"
"LGALS4","Galectin 4","Protein Coding","36","GC19M053507","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LGALS4"
"PAPLN","Papilin, Proteoglycan Like Sulfated Glycoprotein","Protein Coding","36","GC14P073237","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAPLN"
"MYCL","MYCL Proto-Oncogene, BHLH Transcription Factor","Protein Coding","36","GC01M039895","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYCL"
"NUTF2","Nuclear Transport Factor 2","Protein Coding","36","GC16P067846","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUTF2"
"NSUN3","NOP2/Sun RNA Methyltransferase 3","Protein Coding","36","GC03P094062","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NSUN3"
"NSUN6","NOP2/Sun RNA Methyltransferase 6","Protein Coding","36","GC10M018536","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NSUN6"
"MXD1","MAX Dimerization Protein 1","Protein Coding","36","GC02P069897","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MXD1"
"MPP4","Membrane Palmitoylated Protein 4","Protein Coding","36","GC02M201644","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MPP4"
"LRIT3","Leucine Rich Repeat, Ig-Like And Transmembrane Domains 3","Protein Coding","36","GC04P109848","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRIT3"
"PLA2G4E","Phospholipase A2 Group IVE","Protein Coding","36","GC15M041981","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLA2G4E"
"MYBPH","Myosin Binding Protein H","Protein Coding","36","GC01M203136","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYBPH"
"TBL1X","Transducin Beta Like 1 X-Linked","Protein Coding","36","GC0XP009463","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBL1X"
"U2AF2","U2 Small Nuclear RNA Auxiliary Factor 2","Protein Coding","36","GC19P055654","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=U2AF2"
"PTCRA","Pre T Cell Antigen Receptor Alpha","Protein Coding","36","GC06P042915","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTCRA"
"RNPS1","RNA Binding Protein With Serine Rich Domain 1","Protein Coding","36","GC16M002253","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNPS1"
