Gene Symbol,Description,Category,Gifts,GC Id,Relevance score, GeneCards Link
"OXTR","Oxytocin Receptor","Protein Coding","44","GC03M008767","1.06725609302521","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OXTR"
"IL23R","Interleukin 23 Receptor","Protein Coding","42","GC01P067138","1.06725609302521","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL23R"
"DYNC1I1","Dynein Cytoplasmic 1 Intermediate Chain 1","Protein Coding","39","GC07P095772","1.06725609302521","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DYNC1I1"
"CNTLN","Centlein","Protein Coding","35","GC09P017124","1.06725609302521","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNTLN"
"BBS12","Bardet-Biedl Syndrome 12","Protein Coding","33","GC04P122702","1.06725609302521","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BBS12"
"SFN","Stratifin","Protein Coding","44","GC01P026998","1.06509637832642","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SFN"
"MPI","Mannose Phosphate Isomerase","Protein Coding","42","GC15P074890","1.06434631347656","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MPI"
"PGM3","Phosphoglucomutase 3","Protein Coding","42","GC06M083161","1.06434631347656","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PGM3"
"SAMD9","Sterile Alpha Motif Domain Containing 9","Protein Coding","35","GC07M093099","1.06434631347656","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SAMD9"
"ITGA1","Integrin Subunit Alpha 1","Protein Coding","40","GC05P052788","1.06090176105499","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGA1"
"POLE","DNA Polymerase Epsilon, Catalytic Subunit","Protein Coding","47","GC12M132651","1.05908143520355","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POLE"
"PARK7","Parkinsonism Associated Deglycase","Protein Coding","44","GC01P008043","1.05908143520355","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PARK7"
"TRPM3","Transient Receptor Potential Cation Channel Subfamily M Member 3","Protein Coding","41","GC09M070529","1.05908143520355","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRPM3"
"AGPAT5","1-Acylglycerol-3-Phosphate O-Acyltransferase 5","Protein Coding","40","GC08P006708","1.05908143520355","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AGPAT5"
"AKTIP","AKT Interacting Protein","Protein Coding","39","GC16M053492","1.05908143520355","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AKTIP"
"FBXW2","F-Box And WD Repeat Domain Containing 2","Protein Coding","35","GC09M120751","1.05908143520355","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBXW2"
"GDF1","Growth Differentiation Factor 1","Protein Coding","35","GC19M018843","1.05908143520355","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GDF1"
"EPPIN","Epididymal Peptidase Inhibitor","Protein Coding","34","GC20M045589","1.05908143520355","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPPIN"
"ADRA1B","Adrenoceptor Alpha 1B","Protein Coding","45","GC05P159867","1.05255353450775","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADRA1B"
"POMT1","Protein O-Mannosyltransferase 1","Protein Coding","44","GC09P131502","1.05077481269836","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POMT1"
"POMT2","Protein O-Mannosyltransferase 2","Protein Coding","41","GC14M077274","1.05077481269836","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POMT2"
"ZPR1","ZPR1 Zinc Finger","Protein Coding","35","GC11M116777","1.05067694187164","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZPR1"
"IDH1","Isocitrate Dehydrogenase (NADP(+)) 1","Protein Coding","50","GC02M208236","1.04684066772461","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IDH1"
"KLK3","Kallikrein Related Peptidase 3","Protein Coding","44","GC19P050854","1.04477179050446","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLK3"
"UBTF","Upstream Binding Transcription Factor","Protein Coding","42","GC17M044205","1.04439306259155","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBTF"
"IGFBP5","Insulin Like Growth Factor Binding Protein 5","Protein Coding","40","GC02M216672","1.04359483718872","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGFBP5"
"ALDH2","Aldehyde Dehydrogenase 2 Family Member","Protein Coding","48","GC12P111766","1.04129159450531","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALDH2"
"POMGNT2","Protein O-Linked Mannose N-Acetylglucosaminyltransferase 2 (Beta 1,4-)","Protein Coding","35","GC03M043121","1.04076433181763","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POMGNT2"
"MYO1E","Myosin IE","Protein Coding","42","GC15M059132","1.03759062290192","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYO1E"
"PON1","Paraoxonase 1","Protein Coding","44","GC07M095297","1.03725099563599","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PON1"
"VCP","Valosin Containing Protein","Protein Coding","47","GC09M035056","1.0357186794281","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VCP"
"MIR132","MicroRNA 132","RNA Gene","21","GC17M002049","1.03316354751587","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR132"
"ATP6AP2","ATPase H+ Transporting Accessory Protein 2","Protein Coding","42","GC0XP040582","1.03270304203033","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP6AP2"
"GDF2","Growth Differentiation Factor 2","Protein Coding","40","GC10P047322","1.03270304203033","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GDF2"
"ALDH3A2","Aldehyde Dehydrogenase 3 Family Member A2","Protein Coding","43","GC17P019648","1.03119289875031","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALDH3A2"
"MMP11","Matrix Metallopeptidase 11","Protein Coding","44","GC22P023768","1.03115034103394","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP11"
"BICC1","BicC Family RNA Binding Protein 1","Protein Coding","36","GC10P058513","1.029825091362","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BICC1"
"RAPGEF3","Rap Guanine Nucleotide Exchange Factor 3","Protein Coding","43","GC12M047736","1.02855491638184","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAPGEF3"
"CCR7","C-C Motif Chemokine Receptor 7","Protein Coding","43","GC17M040556","1.02839708328247","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCR7"
"EHMT1","Euchromatic Histone Lysine Methyltransferase 1","Protein Coding","44","GC09P137618","1.02751684188843","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EHMT1"
"SYP","Synaptophysin","Protein Coding","43","GC0XM049187","1.02423942089081","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SYP"
"SOX8","SRY-Box Transcription Factor 8","Protein Coding","37","GC16P000981","1.02315640449524","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOX8"
"LAMB1","Laminin Subunit Beta 1","Protein Coding","46","GC07M107923","1.0228556394577","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LAMB1"
"GALC","Galactosylceramidase","Protein Coding","42","GC14M087837","1.02107238769531","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GALC"
"CTSL","Cathepsin L","Protein Coding","44","GC09P087725","1.01752126216888","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTSL"
"IRS1","Insulin Receptor Substrate 1","Protein Coding","45","GC02M226731","1.01676082611084","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRS1"
"PTS","6-Pyruvoyltetrahydropterin Synthase","Protein Coding","45","GC11P112226","1.01615107059479","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTS"
"PHKG2","Phosphorylase Kinase Catalytic Subunit Gamma 2","Protein Coding","44","GC16P036985","1.01587736606598","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PHKG2"
"PSAP","Prosaposin","Protein Coding","44","GC10M071816","1.01562345027924","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSAP"
"VEGFC","Vascular Endothelial Growth Factor C","Protein Coding","45","GC04M176683","1.01339089870453","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VEGFC"
"FST","Follistatin","Protein Coding","44","GC05P053480","1.01156342029572","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FST"
"FGF23","Fibroblast Growth Factor 23","Protein Coding","43","GC12M004368","1.01101398468018","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGF23"
"ELOVL4","ELOVL Fatty Acid Elongase 4","Protein Coding","44","GC06M079914","1.01069116592407","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELOVL4"
"GAD1","Glutamate Decarboxylase 1","Protein Coding","48","GC02P170813","1.00968313217163","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GAD1"
"LAMC1","Laminin Subunit Gamma 1","Protein Coding","41","GC01P182992","1.00842642784119","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LAMC1"
"HPRT1","Hypoxanthine Phosphoribosyltransferase 1","Protein Coding","46","GC0XP134460","1.00094056129456","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HPRT1"
"CNGA3","Cyclic Nucleotide Gated Channel Subunit Alpha 3","Protein Coding","41","GC02P098329","1.00094056129456","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNGA3"
"SMARCA1","SWI/SNF Related, Matrix Associated, Actin Dependent Regulator Of Chromatin, Subfamily A, Member 1","Protein Coding","38","GC0XM129447","1.00094056129456","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMARCA1"
"OPN1LW","Opsin 1, Long Wave Sensitive","Protein Coding","33","GC0XP154144","1.00094056129456","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OPN1LW"
"ITPR2","Inositol 1,4,5-Trisphosphate Receptor Type 2","Protein Coding","44","GC12M026336","0.99804824590683","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITPR2"
"GHRH","Growth Hormone Releasing Hormone","Protein Coding","37","GC20M037251","0.997692942619324","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GHRH"
"TRIM32","Tripartite Motif Containing 32","Protein Coding","42","GC09P116687","0.997174143791199","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIM32"
"ATRX","ATRX Chromatin Remodeler","Protein Coding","45","GC0XM077504","0.993280291557312","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATRX"
"IL25","Interleukin 25","Protein Coding","36","GC14P028298","0.99173641204834","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL25"
"ITGAL","Integrin Subunit Alpha L","Protein Coding","44","GC16P030472","0.990592539310455","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGAL"
"LMX1B","LIM Homeobox Transcription Factor 1 Beta","Protein Coding","44","GC09P126614","0.989809036254883","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LMX1B"
"MSX1","Msh Homeobox 1","Protein Coding","44","GC04P004861","0.988713264465332","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MSX1"
"MAGI2","Membrane Associated Guanylate Kinase, WW And PDZ Domain Containing 2","Protein Coding","43","GC07M078017","0.988713264465332","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAGI2"
"TBX22","T-Box Transcription Factor 22","Protein Coding","38","GC0XP080014","0.988713264465332","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBX22"
"SLC25A38","Solute Carrier Family 25 Member 38","Protein Coding","37","GC03P039618","0.988713264465332","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A38"
"UTS2","Urotensin 2","Protein Coding","40","GC01M007843","0.987069964408875","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UTS2"
"NEU1","Neuraminidase 1","Protein Coding","42","GC06M031857","0.987019181251526","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEU1"
"POLR3A","RNA Polymerase III Subunit A","Protein Coding","41","GC10M077969","0.986234307289124","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POLR3A"
"RXRA","Retinoid X Receptor Alpha","Protein Coding","48","GC09P134317","0.983871698379517","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RXRA"
"AQP4","Aquaporin 4","Protein Coding","44","GC18M026852","0.983129620552063","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AQP4"
"ADRA1A","Adrenoceptor Alpha 1A","Protein Coding","45","GC08M026747","0.981982588768005","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADRA1A"
"ADRA1D","Adrenoceptor Alpha 1D","Protein Coding","44","GC20M004220","0.981982588768005","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADRA1D"
"GSR","Glutathione-Disulfide Reductase","Protein Coding","47","GC08M030678","0.981743812561035","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GSR"
"ENTPD1","Ectonucleoside Triphosphate Diphosphohydrolase 1","Protein Coding","45","GC10P095711","0.981743812561035","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENTPD1"
"LNX1","Ligand Of Numb-Protein X 1","Protein Coding","42","GC04M053459","0.981743812561035","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LNX1"
"AMH","Anti-Mullerian Hormone","Protein Coding","41","GC19P002265","0.981743812561035","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AMH"
"NLRP5","NLR Family Pyrin Domain Containing 5","Protein Coding","37","GC19P060067","0.981743812561035","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NLRP5"
"RAB7B","RAB7B, Member RAS Oncogene Family","Protein Coding","30","GC01M205976","0.981743812561035","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB7B"
"CGAS","Cyclic GMP-AMP Synthase","Protein Coding","28","GC06M073414","0.981743812561035","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CGAS"
"TUG1","Taurine Up-Regulated 1","RNA Gene","24","GC22P030969","0.981743812561035","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TUG1"
"XIST","X Inactive Specific Transcript","RNA Gene","24","GC0XM073820","0.981743812561035","https://www.genecards.org/cgi-bin/carddisp.pl?gene=XIST"
"ANXA2","Annexin A2","Protein Coding","46","GC15M060347","0.98137378692627","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANXA2"
"ACP2","Acid Phosphatase 2, Lysosomal","Protein Coding","40","GC11M076977","0.980149269104004","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACP2"
"NPC2","NPC Intracellular Cholesterol Transporter 2","Protein Coding","40","GC14M074476","0.969278633594513","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPC2"
"OTC","Ornithine Transcarbamylase","Protein Coding","45","GC0XP038353","0.96670389175415","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OTC"
"PRKCG","Protein Kinase C Gamma","Protein Coding","50","GC19P053879","0.96516489982605","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKCG"
"HDAC8","Histone Deacetylase 8","Protein Coding","45","GC0XM072329","0.96516489982605","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HDAC8"
"SERPINF1","Serpin Family F Member 1","Protein Coding","42","GC17P001761","0.964207887649536","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPINF1"
"DEFB4A","Defensin Beta 4A","Protein Coding","35","GC08P007895","0.963541924953461","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DEFB4A"
"PLCB1","Phospholipase C Beta 1","Protein Coding","47","GC20P008061","0.961375951766968","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLCB1"
"TAGLN","Transgelin","Protein Coding","41","GC11P117199","0.960897207260132","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAGLN"
"PLEK","Pleckstrin","Protein Coding","39","GC02P068365","0.959470689296722","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLEK"
"DSC3","Desmocollin 3","Protein Coding","41","GC18M030990","0.957758784294128","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DSC3"
"DSG3","Desmoglein 3","Protein Coding","39","GC18P031447","0.957758784294128","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DSG3"
"LOC110806262","Solute Carrier Family 6 Member 4 Gene Promoter","Biological Region","1","GC17P030235","0.955761551856995","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC110806262"
"IGHE","Immunoglobulin Heavy Constant Epsilon","Protein Coding","27","GC14M111180","0.951805531978607","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGHE"
"MECP2","Methyl-CpG Binding Protein 2","Protein Coding","44","GC0XM154021","0.950549960136414","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MECP2"
"GORAB","Golgin, RAB6 Interacting","Protein Coding","36","GC01P170501","0.950549960136414","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GORAB"
"MGP","Matrix Gla Protein","Protein Coding","41","GC12M017644","0.950543701648712","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MGP"
"TPPP","Tubulin Polymerization Promoting Protein","Protein Coding","39","GC05M000659","0.94946014881134","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TPPP"
"ABL1","ABL Proto-Oncogene 1, Non-Receptor Tyrosine Kinase","Protein Coding","51","GC09P130713","0.948792934417725","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABL1"
"ENO2","Enolase 2","Protein Coding","45","GC12P006913","0.946132183074951","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENO2"
"HLA-DQA1","Major Histocompatibility Complex, Class II, DQ Alpha 1","Protein Coding","41","GC06P064167","0.944889903068542","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-DQA1"
"CDKN2B-AS1","CDKN2B Antisense RNA 1","RNA Gene","21","GC09P021994","0.944889903068542","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDKN2B-AS1"
"KDM5C","Lysine Demethylase 5C","Protein Coding","43","GC0XM053176","0.942562580108643","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KDM5C"
"PFN1","Profilin 1","Protein Coding","45","GC17M004945","0.94161194562912","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PFN1"
"CD274","CD274 Molecule","Protein Coding","42","GC09P005450","0.936761975288391","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD274"
"FGF13","Fibroblast Growth Factor 13","Protein Coding","42","GC0XM138615","0.932865619659424","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGF13"
"PPIG","Peptidylprolyl Isomerase G","Protein Coding","40","GC02P169584","0.932009041309357","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPIG"
"HMGCL","3-Hydroxy-3-Methylglutaryl-CoA Lyase","Protein Coding","44","GC01M023801","0.923333883285522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HMGCL"
"FBL","Fibrillarin","Protein Coding","41","GC19M039834","0.922914147377014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBL"
"SHARPIN","SHANK Associated RH Domain Interactor","Protein Coding","39","GC08M144098","0.922914147377014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SHARPIN"
"ATOH7","Atonal BHLH Transcription Factor 7","Protein Coding","39","GC10M068230","0.920136570930481","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATOH7"
"SC5D","Sterol-C5-Desaturase","Protein Coding","37","GC11P121292","0.920136570930481","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SC5D"
"WNT4","Wnt Family Member 4","Protein Coding","45","GC01M022190","0.91851818561554","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WNT4"
"BHMT","Betaine--Homocysteine S-Methyltransferase","Protein Coding","40","GC05P079111","0.917121887207031","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BHMT"
"SHOX","Short Stature Homeobox","Protein Coding","37","GC0XP000624","0.915857672691345","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SHOX"
